Class,Precision,Recall,F1-Score,Support
BENIGN,0.9999140641908666,0.9990110407285864,0.9994623484872586,314472
Other_Attack,0.9968949483804871,0.9996996854600344,0.9982953469284677,63267
Web_Bot,0.8391123439667129,0.983739837398374,0.905688622754491,615
